timestamp,longitude,latitude,speed,accuracy,altitudeAccuracy,heading,altitude,class,color
2020-07-10 16:00:00.999208008,-122.49201182481411,49.03124318023863,5.620909439326246,4.9808007669857,3.002692250694948,88.18699645996094,93.12093329057097,1,Reverse
2020-07-10 16:00:02.999203125,-122.4918675657264,49.03124757293525,5.5635431787342995,4.985559819546245,2.9947838517186582,88.21521759033203,93.1683166725561,1,Reverse
2020-07-10 16:00:04.999197998,-122.49170722459259,49.03125414347421,5.462576178551982,4.991392482940904,2.98505244745044,88.21521759033203,93.35892873257399,1,Reverse
2020-07-10 16:00:06.999196533,-122.49155233262091,49.03126153753178,5.270433300556562,4.972491762440428,3.016432115140489,88.21521759033203,93.67633745633066,1,Reverse
2020-07-10 16:00:08.999189453,-122.4914098256283,49.03123605460871,5.079750747081899,4.825639889825199,3.246188023900753,88.21521759033203,93.79559139534831,1,Reverse
2020-07-10 16:00:10.999185547,-122.4912570675096,49.03123530960356,5.465188913693589,4.811194235767849,3.267559801825064,88.6537094116211,93.95635542180389,1,Reverse
2020-07-10 16:00:12.999179932,-122.49109869942465,49.031236689775426,5.879969004014767,4.798165097834551,3.286662247130239,88.6537094116211,94.18131152819842,1,Reverse
2020-07-10 16:00:13.999180420,-122.49101174702236,49.03123794431705,6.175553673258621,4.790910985139017,3.297227466412218,88.6537094116211,94.17097679991275,1,Reverse
2020-07-10 16:00:15.999173096,-122.49083225408943,49.03123951793763,6.741764933399419,4.792466182129253,3.294966604676942,89.48031616210938,94.50234904047102,1,Reverse
2020-07-10 16:00:17.999169434,-122.49063744859806,49.03124122389997,6.7537100773342615,4.7894967626406935,3.299281405615948,89.48031616210938,94.70171374082565,1,Reverse
2020-07-10 16:00:19.999165527,-122.49043912825779,49.03124302030996,7.391535280114229,4.788126951452906,3.301269048344762,89.48031616210938,94.94987021293491,3,Accelerating/Deaccelerating
2020-07-10 16:00:21.999162109,-122.49022258609357,49.03124422044323,7.866142084154024,4.7897815892362665,3.298867890686462,89.48031616210938,95.32982394844294,3,Accelerating/Deaccelerating
2020-07-10 16:00:23.999154785,-122.49000703287648,49.031244838732256,7.820300658208339,4.795826836456281,3.290073249566728,89.48031616210938,95.44245438836515,3,Accelerating/Deaccelerating
2020-07-10 16:00:25.999154053,-122.48978245396633,49.031245400432695,8.403639520487705,4.8072612305759215,3.273343320489086,89.48031616210938,95.59861511457711,3,Accelerating/Deaccelerating
2020-07-10 16:00:27.999146729,-122.48953972272189,49.031246185737544,8.9773733244977,4.826614232560857,3.244739139411642,89.48031616210938,95.46707332786173,3,Accelerating/Deaccelerating
2020-07-10 16:00:29.999142822,-122.48927638570761,49.03124736450956,9.466101075632617,4.8540375031667224,3.2035694078074552,89.48031616210938,95.38872795645148,3,Accelerating/Deaccelerating
2020-07-10 16:00:31.999137939,-122.48900303045004,49.03124853533081,10.305939709632042,4.878954844568036,3.16549153488916,89.48031616210938,94.55739727243781,3,Accelerating/Deaccelerating
2020-07-10 16:00:33.999134033,-122.488696917192,49.031249178228116,11.43065737607111,4.925850415036108,3.09201143618154,89.27967834472656,93.12979754339904,3,Accelerating/Deaccelerating
2020-07-10 16:00:35.999131592,-122.48836131712441,49.03125083798552,12.662692859916508,5.015766874560613,2.985189609558303,89.27967834472656,91.64202135056257,3,Accelerating/Deaccelerating
2020-07-10 16:00:37.999124023,-122.48799145798148,49.03125576305785,13.900455302063548,5.374706891532581,2.9168010276510943,89.27967834472656,89.704600578174,4,Driving
2020-07-10 16:00:39.999120361,-122.48757644816182,49.031263170817724,14.803454453636409,5.536633540520427,2.879824289101827,89.27967834472656,88.28937706723809,4,Driving
2020-07-10 16:00:41.999118408,-122.48713077447654,49.03126491634921,15.352186168302445,5.355828924210967,2.9114567914720553,89.68738555908203,87.74608199018985,4,Driving
2020-07-10 16:00:43.999112061,-122.48669648225378,49.03126208180995,15.553736574339128,5.331467769505596,2.894352811040266,89.68738555908203,87.43536499980837,4,Driving
2020-07-10 16:00:45.999109863,-122.48625246360938,49.03126457194143,15.90804076173674,5.372292679604333,2.8094164535482733,89.67353057861328,87.47707652300596,4,Driving
2020-07-10 16:00:47.999103516,-122.48580612212618,49.031273366339114,16.092175010531328,5.304184377215764,2.691334371438,89.67353057861328,87.62927102670074,4,Driving
2020-07-10 16:00:49.999099121,-122.48536507512387,49.03128534946347,16.05539412666976,5.144642113681518,2.712414893581623,89.67353057861328,87.88571235816926,4,Driving
2020-07-10 16:00:51.999097412,-122.48492645720185,49.03128905016464,15.917085361834154,5.136931617770351,2.7269892898836483,89.60429382324219,87.68040768429637,4,Driving
2020-07-10 16:00:53.999090332,-122.48449368895407,49.03129473265815,15.914622560694452,5.142212887506484,2.717017418485031,89.60429382324219,88.23014293052256,4,Driving
2020-07-10 16:00:55.999085938,-122.48404235048099,49.03130385606591,16.099911037510882,5.154233446546299,2.694144504530573,89.60429382324219,88.0718920789659,4,Driving
2020-07-10 16:00:57.999081055,-122.48360152472883,49.03131476547088,16.073628341772075,5.175599051685416,2.652868539709772,89.53689575195312,88.07238148059696,4,Driving
2020-07-10 16:00:58.999082031,-122.48338074025241,49.031318556170255,16.121215160422334,5.203026926635254,2.598662700986286,89.53689575195312,88.01909566111863,4,Driving
2020-07-10 16:01:00.999074951,-122.48292945017288,49.031318570488736,16.33310116079973,5.293135345625811,2.409824733393606,89.53689575195312,88.23311348073184,4,Driving
2020-07-10 16:01:02.999072998,-122.48248456820575,49.03132906893645,16.418319665848948,5.428954996490627,2.282960785067025,89.53689575195312,88.74200521502644,4,Driving
